Auteur	Titre	Date	Genre	Citation	parjure	serment	promesse	engagement	pacte	gage	foi	voeu	parole	traitre	alliance	caution	garantie	contrat	traité	Somme oeuvre
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Ma foi, Monsieur, avouez que j'ai eu raison, et que nous voilà l'un et l'autre déguisés à merveille.							1									
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Ma foi, Monsieur, j'en ai pris par où j'en ai pu attraper, j'ai fait mes ordonnances à l'aventure, et ce serait une chose plaisante si les malades guérissaient, et qu'on m'en vînt remercier.							1									
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Mon maître est un vrai enragé d'aller se présenter à un péril qui ne le cherche pas ; mais, ma foi ! Le secours a servi, et les deux ont fait fuir les trois.							1									
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Ma foi, Monsieur, voilà qui est bien fait.							1									
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Oui, ma foi !							1									
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Ma foi !							1									
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	On lie, à force de grimaces une société étroite avec tous les gens du parti : qui en choque un, se les attire tous sur les bras, et ceux que l'on sait même agir de bonne foi là-dessus, et que chacun connaît pour être véritablement touchés : ceux-là, dis-je, sont le plus souvent les dupes des autres ; ils donnent bonnement dans le panneau des grimaciers, et appuient aveuglément les singes de leurs actions.							1									
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Je ne sais pas, de vrai, quel homme il peut être, s'il faut qu'il nous ait fait cette perfidie ; et je ne comprends point comme après tant d'amour et tant d'impatience témoignée, tant d'hommages pressants, de voeux, de soupirs, et de larmes, tant de lettres passionnées, de protestations ardentes et de serments réitérés ; tant de transports, enfin, et tant d'emportements qu'il a fait paraître, jusqu'à forcer dans sa passion l'obstacle sacré d'un couvent, pour mettre Done Elvire en sa puissance ; je ne comprends pas, dis-je, comme après tout cela il aurait le coeur de pouvoir manquer à sa parole.									1							
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Non, non, j'ai trop de conscience pour cela, je vous aime, Charlotte, en tout bien et en tout honneur, et pour vous montrer que je vous dis vrai, sachez que je n'ai point d'autre dessein que de vous épouser, en voulez-vous un plus grand témoignage, m'y voilà prêt quand vous voudrez, et je prends à témoin l'homme que voilà de la parole que je vous donne.									1							
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Donnez-moi donc un petit baiser pour gage de votre parole.									1							
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Gageons qu'elle vous soutiendra que je lui ai donné parole de la prendre pour femme.									1							
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Est-il vrai, Monsieur, que vous lui avez donné parole d'être son mari ?									1							
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Une affaire pressante m'oblige de partir d'ici ; mais je vous prie de vous ressouvenir de la parole que je vous ai donnée, et de croire que vous aurez de mes nouvelles avant qu'il soit demain au soir.									1							
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Il est des moyens doux pour nous satisfaire ; il en est de violents et de sanglants ; mais enfin, quelque choix que vous fassiez, vous m'avez donné parole de me faire faire raison par Don Juan : songez à me la faire, je vous prie, et vous ressouvenez que hors d'ici je ne dois plus qu'à mon honneur.									1							
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Arrêtez, Don Juan, vous m'avez hier donné parole de venir manger avec moi.									1							
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Rencontre fâcheuse, traître, tu ne m'avais pas dit qu'elle était ici elle-même.										1						
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Traître, il faut que tu périsses, et...										1						
MOLIERE	DON JUAN OU LE FESTIN DE PIERRE	1682	Comédie	Que veux-tu dire, traître ?										1						
LE TELLIER, Jean-François	DON JUAN OU LE FESTIN DE PIERRE	1713	Opéra comique	Doit-on prendre pour gage						1										
LE TELLIER, Jean-François	DON JUAN OU LE FESTIN DE PIERRE	1713	Opéra comique	Ma foi je n'irai pas							1									
LE TELLIER, Jean-François	DON JUAN OU LE FESTIN DE PIERRE	1713	Opéra comique	Un fourbe, un scélérat, un traître										1						
LE TELLIER, Jean-François	DON JUAN OU LE FESTIN DE PIERRE	1713	Opéra comique	Par un contrat en forme eh bien														1		
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Il fait pareil serment pour pareille conquête,		1														
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Que ne suis-je mon maître, après cette promesse			1													
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Attendez-nous ici je tiendrai ma promesse,			1													
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	A ce conte je gage.						1										
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	À sa foi parjurée, à mon amour, aux miens ;							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Que la foi n'est qu'un nom, et que l'honneur est feint.							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Si Fernande persiste à vous manquer de foi,							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Récompensez ma foi.							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Il aurait moins de crainte, et beaucoup plus de foi ;							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Madame sur ma foi vous avez deviné,							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Et peut-être, suffit; le temps en fera foi.							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Ce sont ma foi des diables,							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Ma foi je le ferais s'il était nécessaire,							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	L'aventure est finie, et ces mots en font foi.							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Ma foi mon Écuyer n'a pas mauvaise grâce,							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Ah parole charmante !									1							
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Oui sur ma parole.									1							
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Ma parole est donnée :									1							
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Sacrifier ce traître, et Lucinde, et les siens,										1						
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Au lieu du traître sang que désire mon coeur.										1						
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Ah le traître !										1						
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Réponds traître.										1						
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE	1639	Tragi-comédie	Rends-le traître.										1						
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	De montrer quelque jour l'effet de sa promesse,			1													
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Et de notre promesse et de notre devoir.			1													
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Sans jamais barguigner accomplit sa promesse,			1													
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Ma foi je n'y vois goutte ;							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Et je suis bien certain que quand sa foi l'engage							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Ma foi ni moi non plus :							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Madame, en bonne foi, tout cela peut bien être :							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Tout Chevalier d'honneur, quand sa foi l'intéresse,							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Ah si je l'entreprends ! à foi d'homme d'honneur,							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Il est quelques démons qui sont de bonne foi ?							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Pour guérir Dulcinée, il ne tient ma foi rien.							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Et je ne verrai point ma foi récompensée ?							1									
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Mais un voeu solennel de montrer mon courage								1								
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Puisqu'ils tiennent parole, ah ! je sois misérable									1							
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Ma parole est donnée.									1							
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Quand ce traître changea pour me faire enrager										1						
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Traître, vous êtes mort si vous faites un pas.										1						
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Tais-toi traître ou je vais.										1						
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Traître, pourrai-je bien retenir ma colère ?										1						
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Traître, qu'en cet endroit ta malice fut noire !										1						
GUERIN de BOUSCAL, Daniel	DON QUICHOTTE DE LA MANCHE [suite]	1640	Tragi-comédie	Quel mal peut procéder d'une belle alliance,											1					
CORNEILLE, Pierre	DON SANCHE D'ARAGON	1649	Comédie héroïque	Avant que de choisir je demande un serment,		1														
CORNEILLE, Pierre	DON SANCHE D'ARAGON	1649	Comédie héroïque	Ce malheureux pêcheur, par promesse ni crainte,			1													
CORNEILLE, Pierre	DON SANCHE D'ARAGON	1649	Comédie héroïque	Et qui du même bras que m'engageait sa foi,							1									
CORNEILLE, Pierre	DON SANCHE D'ARAGON	1649	Comédie héroïque	Aurez-vous droit alors de lui manquer de foi ?							1									
CORNEILLE, Pierre	DON SANCHE D'ARAGON	1649	Comédie héroïque	Quoiqu'à l'un de nous deux elle ait promis sa foi,							1									
CORNEILLE, Pierre	DON SANCHE D'ARAGON	1649	Comédie héroïque	Je lui puis donc enfin promettre votre foi ?							1									
CORNEILLE, Pierre	DON SANCHE D'ARAGON	1649	Comédie héroïque	Carlos de tout son coeur me tiendrait sa parole ;									1							
CORNEILLE, Pierre	DON SANCHE D'ARAGON	1649	Comédie héroïque	Et qu'une reine, ingrate à l'égal de ce traître,										1						
CORNEILLE, Pierre	DON SANCHE D'ARAGON	1649	Comédie héroïque	Aux barbares fureurs du traître Don Garcie,										1						
CORNEILLE, Pierre	DON SANCHE D'ARAGON	1649	Comédie héroïque	Qu'il vienne, nous tiendrons l'alliance à bonheur ;											1					
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Si la Reine, oubliant et sa gloire et sa foi,							1									
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Moi, je pourrais donner et mon Sceptre et ma foi							1									
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Si le zèle et la foi d'une âme obéissante							1									
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Du moins s'il faut qu'un jour mon destin et ma foi							1									
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Et mon obéissance, et mon coeur et ma foi.							1									
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Je n'ai donc plus d'appas, ni Trasile de foi ;							1									
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Elle est pleine pour vous et de zèle et de foi.							1									
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Peut seule et sans témoin mériter de la foi,							1									
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Qui croirait que Trasile, où parut tant de foi,							1									
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Qu'il me refuse ici la parole et la voix.									1							
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Si je flattais un traître, et lui cédait mon rang ?										1						
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Oui, le traître apprendra ce que peut mon pouvoir ;										1						
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Le traître éprouvera par sa punition										1						
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Le traître éprouvera que l'Amour ne l'amène										1						
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Si le traître triomphe et de vous et de moi,										1						
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Qu'en recevant l'Amour je recevais un traître ?										1						
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Mais le voici le traître.										1						
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Et qui d'un traître encor se déclarant l'appui,										1						
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	J'étais sans y penser du parti de ce traître.										1						
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Mais connaître le traître et sa pratique noire,										1						
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	L'avait traité d'ingrat, de traître et d'inhumain,										1						
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Et que la peur qu'il eut d'être surpris en traître,										1						
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Et pour une alliance et plus noble et plus chère											1					
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Il voit un Sceptre acquis, il croit qu'une alliance											1					
DU RYER, Pierre	DYNAMIS	1653	Tragi-comédie	Mais enfin consentez qu'une juste alliance											1					
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Qui joignent le parjure avec l'ingratitude.	1															
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Que je pouvais vous croire infidèle, ou parjure...	1															
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Choisissez le serment ; je suis prêt à jurer.		1														
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Parlez ; auriez-vous pris quelqu'autre engagement ?				1												
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Songez à satisfaire à vos engagements.				1												
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Sur la foi de ce bruit heureux et profitable,							1									
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Sur la foi d'un hymen prochain et convenable...							1									
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Ma foi, vous avez fait ce que vous avez pu.							1									
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Je vous engage tout, mon honneur, et ma foi.							1									
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Ma foi, leurs héritiers n'y pourraient pas suffire,							1									
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Ma foi, non.							1									
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	C'est pour son bien. Ma foi, j'ai cru faire merveilles.							1									
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Ma foi, peut-être bien ;							1									
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Ma foi, je crois qu'Ariste est capable de tout.							1									
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Par ma foi, ce serait des exploits mal placés.							1									
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Ma foi, je le crois bien.							1									
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Mais enfin, je te rends ta parole.									1							
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Ce grave personnage, Ariste n'est qu'un traître ;										1						
NIVELLE DE LA CHAUSSEE, Pierre Claude	ÉCOLE DES AMIS	1749	Comédie	Ils avaient toujours eu cette alliance en vue.											1					
LA CALPRENEDE, Gautier Costes de	ÉDOUARD	1640	Tragi-comédie	Si l'exécution répond à vos promesses,			1													
LA CALPRENEDE, Gautier Costes de	ÉDOUARD	1640	Tragi-comédie	En un mot souviens-toi du pacte que tu fis,					1											
LA CALPRENEDE, Gautier Costes de	ÉDOUARD	1640	Tragi-comédie	Et prenez d'un Époux ce gage qu'il vous donne,						1										
LA CALPRENEDE, Gautier Costes de	ÉDOUARD	1640	Tragi-comédie	Vous me devriez, Madame, ajouter plus de foi :							1									
LA CALPRENEDE, Gautier Costes de	ÉDOUARD	1640	Tragi-comédie	Et quoique Mortimer soit très digne de foi,							1									
LA CALPRENEDE, Gautier Costes de	ÉDOUARD	1640	Tragi-comédie	Et tu dois recevoir la foi que je te donne,							1									
LA CALPRENEDE, Gautier Costes de	ÉDOUARD	1640	Tragi-comédie	Sire, Sire de grâce, ajoutez quelque foi							1									
LA CALPRENEDE, Gautier Costes de	ÉDOUARD	1640	Tragi-comédie	Et me donnant à vous je vous donne ma foi,							1									
LA CALPRENEDE, Gautier Costes de	ÉDOUARD	1640	Tragi-comédie	S'il donnait à ce traître une fin honorable,										1						
LA CALPRENEDE, Gautier Costes de	ÉDOUARD	1640	Tragi-comédie	Ha ! Traître, en ma présence oses-tu discourir,										1						
LA CALPRENEDE, Gautier Costes de	ÉDOUARD	1640	Tragi-comédie	Et mon amour l'absout, et condamne le traître :										1						
LA CALPRENEDE, Gautier Costes de	ÉDOUARD	1640	Tragi-comédie	Traître, traître cent fois, as-tu bien la puissance										1						
LA CALPRENEDE, Gautier Costes de	ÉDOUARD	1640	Tragi-comédie	Traître ta lâcheté n'est que trop avérée,										1						
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	C'est l'espoir de l'État, et c'est votre promesse.			1													
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Se respectant lui-même en ses engagements,				1												
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	De mes ressentiments je te laisse ce gage...						1										
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Mais son ambition me répond de sa foi							1									
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Le peuple, aux lois d'un seul asservissant sa foi,							1									
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Et la foi des traités, et le respect des lois,							1									
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Sur la foi des témoins que j'ai su lui produire							1									
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Tandis que sur la foi des feux que je déplore							1									
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Votre parole auguste au trône appelle Alzonde ;									1							
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	La parole des rois est l'oracle du monde.									1							
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Comblé de ses bienfaits, ce Volfax n'est qu'un traître :										1						
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Qu'un traître l'est toujours, qu'il peut vendre ma vie :										1						
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Ne m'offres-tu donc plus qu'un traître à condamner ?										1						
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Seigneur, nommez le traître, et cette main fidèle...										1						
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Tout y devient flatteur ; tout flatteur cache un traître.										1						
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Dieu juste, fais du moins qu'il ne soit point un traître ;										1						
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Ignorez-vous l'opprobre où vous expose un traître ?										1						
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Périr sous les regards du traître qui vous brave,										1						
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Du traître qui t'attend pour marcher au trépas ?										1						
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Dans quel abîme affreux le traître m'attirait !										1						
GRESSET, Jean-Baptiste-Louis	ÉDOUARD III	1740	Tragédie	Et la foi des traités, et le respect des lois,															1	
CREBILLON, Prosper Jolyot de	ÉLECTRE	1709	Tragédie	( Je ne suis cependant meurtrier ni parjure. )	1															
CREBILLON, Prosper Jolyot de	ÉLECTRE	1709	Tragédie	Vous, qu'un serment affreux engage à me défendre.		1														
CREBILLON, Prosper Jolyot de	ÉLECTRE	1709	Tragédie	Ne faites point, Seigneur, de serment contre vous.		1														
CREBILLON, Prosper Jolyot de	ÉLECTRE	1709	Tragédie	Je me plaignais déjà qu'on me manquait de foi ;							1									
CREBILLON, Prosper Jolyot de	ÉLECTRE	1709	Tragédie	À recevoir sa foi, je n'aurai rien à craindre;							1									
CREBILLON, Prosper Jolyot de	ÉLECTRE	1709	Tragédie	Ingrat ! Si désormais ma foi vous paraît vaine,							1									
CREBILLON, Prosper Jolyot de	ÉLECTRE	1709	Tragédie	Confiez à ma foi le secret de vos larmes ;							1									
CREBILLON, Prosper Jolyot de	ÉLECTRE	1709	Tragédie	Jusqu'à le redouter que le traître m'abaisse :										1						
CREBILLON, Prosper Jolyot de	ÉLECTRE	1709	Tragédie	Le traître dont ici vous protégez le sang										1						
CREBILLON, Prosper Jolyot de	ÉLECTRE	1709	Tragédie	Quel autre que ce traître, ennemi de mon père....										1						
CREBILLON, Prosper Jolyot de	ÉLECTRE	1709	Tragédie	D'ailleurs, un roi puissant m'offre son alliance :											1					
SOPHOCLE	ÉLECTRE	1877	Tragédie	Et de quel homme as-tu appris cette nouvelle à laquelle tu ajoutes foi si aisément ?							1									
SOPHOCLE	ÉLECTRE	1877	Tragédie	C'est par moi-même, non par un autre, que j'en ai vu les preuves certaines, et c'est en ceci que j'ai foi.							1									
SOPHOCLE	ÉLECTRE	1877	Tragédie	Je pense qu'il n'est aucune parole de mauvais augure, si elle sert.									1							
SOPHOCLE	ÉLECTRE	1877	Tragédie	Ô chère race, de qui pourrais-je entendre une sage parole, de quel esprit prudent ?									1							
SOPHOCLE	ÉLECTRE	1877	Tragédie	Mon père, autrefois, comme je l'ai appris, s'étant plu à poursuivre, dans un bois sacré de la déesse, un beau cerf tacheté et à haute ramure, laissa échapper, après l'avoir tué, je ne sais quelle parole orgueilleuse.									1							
SOPHOCLE	ÉLECTRE	1877	Tragédie	Je comprends cette parole, et celui qui me parle ne peut être autre qu'Oreste.									1							
EURIPIDE	ÉLECTRE	1880	Tragédie	Il vit, à les entendre ; et leur récit ne me semble pas indigne de foi.							1									
EURIPIDE	ÉLECTRE	1880	Tragédie	Ici commence une espèce de parodie de la scène des Choéjphores d'Eschyle, où Electre reconnaît son frère à ces mêmes indices auxquels elle refuse ici d'ajouter foi.							1									
EURIPIDE	ÉLECTRE	1880	Tragédie	Est-ce voeu de chasteté, ou te juge-t-il indigne de lui ?								1								
EURIPIDE	ÉLECTRE	1880	Tragédie	Puisses-tu être heureux, en récompense de cette parole si douce à mon coeur !									1							
EURIPIDE	ÉLECTRE	1880	Tragédie	Comment entends-tu une parole si imprévue ?									1							
EURIPIDE	ÉLECTRE	1880	Tragédie	Fils de Jupiter, nous est-il permis de vous adresser la parole ?									1							
EURIPIDE	ÉLECTRE	1880	Tragédie	Ce n'est point avec des bandelettes et des couronnes que ton épouse t'a reçu ; mais après t'avoir frappé d'un glaive à deux tranchants et livré aux outrages d'Égisthe, elle a pris le traître pour époux.										1						
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Je gage						1										
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Mais s'il est tel, ma foi, l'attente est ridicule,							1									
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Comme j'ai fait la mienne, en peut jurer sa foi.							1									
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Martecins ? Pon, mon foi, pour fare ly mourir.							1									
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Frisque, fraque, et pon fin pour moi suisse, mon foi.							1									
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Ne leur pourrez-vous pas montrer et foi, et rate,							1									
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Combien donc s'en faut-il ? Par ma foi pas deux pas.							1									
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Mon maître, sur ma foi, peu de chose vous trouble ;							1									
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Le contraire est aussi, ma foi, bien évident ;							1									
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Parlez, j'écoute tout, j'en engage ma foi :							1									
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Nous pourrons sur ma foi le dauber dos et ventre :							1									
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Et la mienne ne tient, sur ma foi, guère moins :							1									
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Ah ! Ma foi, nous tenons une folle fieffée :							1									
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Foi d'Espagnol malade, elle est mienne.							1									
CHALUSSAY, Le Boulanger de	ELOMIRE HYPOCONDRE	1670	Comédie	Que je jure ma foi, qu'avant qu'il soit deux jours,							1									
